,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,VRB,ADJ,NON,output
3510,what is the bahamas forecast for stormy weather at 07:43:21,0,0,10,59,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,1,0,4,GetWeather
3511,play thirties music by flex on google music,0,0,8,43,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,6,PlayMusic
3512,i want to hear a sandra ep,0,0,7,26,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,0,3,PlayMusic
3513,show weather forecast for dovre-nationalpark,0,0,5,44,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,4,GetWeather
3514,play an masaki aiba tune,0,0,5,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,PlayMusic
3515,play the latest 1973 album by peter derose,0,0,8,42,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,1,3,PlayMusic
3516,use itunes to play dancing playlist,0,0,6,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,2,0,3,PlayMusic
3517,what is the afternoon forecast for shannon and pitcairn islands,0,0,10,63,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,0,5,GetWeather
3518,play oliver cheatham s symphony from the thirties,0,0,8,49,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,1,2,3,PlayMusic
3519,play something from the twenties,0,0,5,32,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,3,PlayMusic
3520,what will the weather be like not far from alabama on may 9 2037,0,0,14,64,0,0,0,1,0,0,0,0,0,7,0,0,1,1,0,2,2,2,1,GetWeather
3521,will it be cloudy on sep 16 in palau,0,0,9,36,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,2,GetWeather
3522,will it be cold at 1 am in boon,0,0,9,31,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,3,0,1,GetWeather
3523,what s the weather going to be like near moldova on fri,0,0,12,55,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,3,3,1,3,GetWeather
3524,tell me the weather forecast for mokena,0,0,7,39,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,0,3,GetWeather
3525,play the song le renouveau,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,PlayMusic
3526,what is the forecast for colder in anston,0,0,8,41,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,1,0,3,GetWeather
3527,forecast for my current location at 6,0,0,7,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,2,GetWeather
3528,what s the weather forecast for sequoyah national wildlife refuge,0,0,10,65,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,3,1,2,4,GetWeather
3529,play music from the eighties on slacker,0,0,7,39,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,4,PlayMusic
3530,what is the overcast forecast for midday in id,0,0,9,46,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,1,1,1,3,GetWeather
3531,what s the weather forecast for baker city,0,0,8,42,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,2,1,0,4,GetWeather
3532,what s the weather forecast for central north dakota,0,0,9,52,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,2,3,GetWeather
3533,play some chanson style music,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,PlayMusic
3534,will you pull up my jueves de antaño playlist,0,0,9,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,2,PlayMusic
3535,play my entertaining playlist,0,0,4,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
3536,play good pure soul on netflix,0,0,6,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,4,PlayMusic
3537,play the greatest from win stracke on groove shark,0,0,9,50,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,1,2,3,PlayMusic
3538,play the greatest 1972 album by wes dakus,0,0,8,41,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,1,1,3,PlayMusic
3539,what s the weather in gabon,0,0,6,27,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
3540,play richard fortus live collection,0,0,5,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,PlayMusic
3541,will it be hot in saint jo alaska,0,0,8,33,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,1,3,GetWeather
3542,is it warmer in lothian island wildlife sanctuary,0,0,8,49,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,3,GetWeather
3543,will there be a snowstorm at my current place,0,0,9,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,2,2,GetWeather
3544,what s the weather in singapore,0,0,6,31,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
3545,play ballad music by jeff lynne,0,0,6,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,5,PlayMusic
3546,what is the 7 day for cheat canyon wildlife management area,0,0,11,59,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,1,1,0,6,GetWeather
3547,use spotify to play greatest songs from kailash kher,0,0,9,52,0,0,0,0,0,0,0,0,0,2,1,0,1,0,4,0,1,1,5,PlayMusic
3548,give me some hank shermann from 1975 on lastfm,0,0,9,46,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,0,2,0,2,PlayMusic
3549,what is the forecast for 15:04 in georgia for overcast conditions in valley view,0,0,14,80,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,1,1,1,5,GetWeather
3550,play the most popular grace slick song that has a symphony sound,0,0,12,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,2,5,PlayMusic
3551,play me the new king curtis music on google music,0,0,10,49,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,1,1,5,PlayMusic
3552,play me a song from 2008,0,0,6,24,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,1,0,1,PlayMusic
3553,i want to listen to some music from 2003 on pandora from them,0,0,13,61,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,2,0,3,PlayMusic
3554,can you play halloween by ajinoam nini,0,0,7,38,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,1,2,PlayMusic
3555,play some ivy anderson from around 1967,0,0,7,39,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,1,PlayMusic
3556,can you play me some britpop music,0,0,7,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,1,PlayMusic
3557,i need to hear a thirties soundtrack,0,0,7,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,3,PlayMusic
3558,what s the forecast in stobo,0,0,6,28,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
3559,is there going to be snowfall in alton,0,0,8,38,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,4,1,1,GetWeather
3560,what is the random lake forecast for hot temps,0,0,9,46,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,1,2,3,GetWeather
3561,is it cold in breckenridge colorado,0,0,6,35,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,1,1,2,GetWeather
3562,play me some chant from the last half of the sixties,0,0,11,52,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,1,1,3,PlayMusic
3563,use the service lastfm to play music by the artist ai kago,0,0,12,58,0,0,0,0,0,0,0,0,0,4,1,0,1,0,4,0,1,0,6,PlayMusic
3564,play the album qr iii by bobby bare,0,0,8,35,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,5,PlayMusic
3565,what will the weather be in overton at 8 pm,0,0,10,43,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,2,1,0,3,GetWeather
3566,play an album from the fourties,0,0,6,31,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,2,PlayMusic
3567,will it rain on sep 25th in east tawakoni,0,0,9,41,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,2,1,GetWeather
3568,play newest soundtrack from 2008,0,0,5,32,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,PlayMusic
3569,weather for ringold,0,0,3,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,GetWeather
3570,play an ep by uncle jimmy thompson,0,0,7,34,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,3,PlayMusic
3571,play music off youtube,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3,PlayMusic
3572,play alone again from mike viola,0,0,6,32,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,2,PlayMusic
3573,play tom baxter tracks,0,0,4,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,PlayMusic
3574,what is the weather forecast this week close-by my current position,0,0,11,67,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,3,1,2,4,GetWeather
3575,what will the weather be like 56 weeks from now will there be sun in tabor,0,0,16,74,0,0,0,1,0,0,0,0,0,10,0,1,0,1,0,3,3,2,3,GetWeather
3576,show fog conditions at 7 am in nh,0,0,8,33,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,3,GetWeather
3577,in two hundred forty eight days what will mp weather be like,0,0,12,60,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,2,3,2,1,GetWeather
3578,will there be a depression in wheatley,0,0,7,38,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,2,GetWeather
3579,play the top-twenty margaret becker songs with google music,0,0,9,59,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0,1,1,5,PlayMusic
3580,play a 1978 track on slacker,0,0,6,28,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,2,PlayMusic
3581,can you play something off johan larsson s travelers and thieves,0,0,11,64,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,1,0,6,PlayMusic
3582,i need the forecast for hot in barbados may city in 1 year,0,0,13,58,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,3,1,1,5,GetWeather
3583,can i use lastfm to listen to twilight time by dj khalil,0,0,12,56,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,2,1,5,PlayMusic
3584,i d like to listen to iheart radio s chill out playlist please,0,0,13,62,0,0,0,0,0,0,0,0,1,6,1,0,0,0,2,1,3,1,5,PlayMusic
3585,play magic sam from the thirties,0,0,6,32,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,3,PlayMusic
3586,will it be warm in powersville guam 23 hours from now,0,0,11,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,1,3,GetWeather
3587,is the forecast windy now in fort myers shores arizona,0,0,10,54,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,2,1,5,GetWeather
3588,weather for ringold,0,0,3,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,GetWeather
3589,i want to listen to nineties chant songs,0,0,8,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,1,3,PlayMusic
3590,will it get windy close by here,0,0,7,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,3,0,GetWeather
3591,is it supposed to be chilly in kuwait,0,0,8,37,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,3,1,1,GetWeather
3592,play some twenties theme music on google music,0,0,8,46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,4,PlayMusic
3593,can you send me the weather forecast for malcom,0,0,9,47,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,1,0,3,GetWeather
3594,i want to hear some twenties music off of deezer,0,0,10,48,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,2,0,4,PlayMusic
3595,play fifties movement songs by fabio on last fm,0,0,9,47,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,6,PlayMusic
3596,play songs by sammy fain,0,0,5,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,4,PlayMusic
3597,will it be rainy this monday in le center thailand,0,0,10,50,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,2,1,3,GetWeather
3598,play soundtrack by armand van helden,0,0,6,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5,PlayMusic
3599,what is the forecast for warm weather in carl,0,0,9,45,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,3,1,1,3,GetWeather
3600,will it be freezing in poland on july 5 2032,0,0,10,44,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,2,0,2,GetWeather
3601,play angelo amorevoli,0,0,3,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,PlayMusic
3602,i want to hear music from carman from the 1966 album,0,0,11,52,0,0,0,0,0,0,0,0,0,5,1,0,0,1,4,0,2,0,4,PlayMusic
3603,what will the weather be in michigan,0,0,7,36,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,1,1,GetWeather
3604,what is the weather in gipsy-gordon wildland park,0,0,8,49,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,1,1,3,GetWeather
3605,play latin dinner,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,PlayMusic
3606,what is the sri lanka forecast for snow,0,0,8,39,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,1,3,GetWeather
3607,play fifties music by ahmed abdul malik,0,0,7,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,5,PlayMusic
3608,is it supposed to be stormy in seagraves,0,0,8,40,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,4,0,1,GetWeather
3609,what will the weather be like in farmington canal state park trail,0,0,12,66,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,4,1,2,4,GetWeather
3610,play me a jill scott sound track on deezer,0,0,9,42,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,1,1,4,PlayMusic
3611,play always by walter parazaider,0,0,5,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,PlayMusic
3612,play my femme fatale playlist on vimeo,0,0,7,38,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,2,2,PlayMusic
3613,play me a song from 1976 by bennie moten,0,0,9,40,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,1,0,3,PlayMusic
3614,give me slovakia s weather forecast for eight am,0,0,9,48,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,3,2,1,GetWeather
3615,play a top-twenty tune by noor jehan,0,0,7,36,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,2,PlayMusic
3616,what is the forecast starting at 8 pm for alaska,0,0,10,48,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,2,0,3,GetWeather
3617,play album from maureen mcgovern,0,0,5,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,3,PlayMusic
3618,i want to hear a sandra ep,0,0,7,26,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,0,3,PlayMusic
3619,is it going to be sunny on oct twenty-seventh 2031 within the same area of this current place,0,0,18,93,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,3,4,3,2,GetWeather
3620,will it get windy this week-end in selva jedediah smith,0,0,10,55,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,1,1,4,GetWeather
3621,tell me the weather forecast for azerbaijan,0,0,7,43,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,1,0,3,GetWeather
3622,play something by chris knight,0,0,5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,PlayMusic
3623,find the weather prediction for camdeboo-nationalpark for jan eleventh 2037,0,0,10,75,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,1,0,5,GetWeather
3624,will it be nice here and in the same area,0,0,10,41,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,3,1,GetWeather
3625,use deezer service to play opera,0,0,6,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,4,PlayMusic
3626,show me the dresden weather forecast,0,0,6,36,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,3,GetWeather
3627,is there a snowstorm coming to ukraine,0,0,7,38,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,3,0,1,GetWeather
3628,what s the weather in castle at 17:43,0,0,8,37,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,1,1,0,2,GetWeather
3629,open iheart and play té para tres,0,0,7,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,4,PlayMusic
3630,i d like to listen to tom cochrane s 1990 ep on zvooq,0,0,13,53,0,0,0,0,0,0,0,0,1,6,1,0,0,1,2,1,3,1,4,PlayMusic
3631,what is the forecast starting on 5/17/2037 for austria for warmer temps,0,0,12,71,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,1,2,0,4,GetWeather
3632,play some music on netflix,0,0,5,26,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,2,PlayMusic
3633,will there be hail on 7/16/2032 in the dominican republic,0,0,10,57,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,2,2,GetWeather
3634,is it going to be colder in bonnie,0,0,8,34,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,2,4,0,1,GetWeather
3635,play me a symphony by ricky bell,0,0,7,32,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,3,PlayMusic
3636,is it windy in inlet lebanon,0,0,6,28,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,2,GetWeather
3637,will it be warmer in my current position,0,0,8,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,1,1,GetWeather
3638,play some music from 1958 on deezer,0,0,7,35,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,1,0,2,PlayMusic
3639,play stevan faddy on google music,0,0,6,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,PlayMusic
3640,will weather conditions be stormy here from 6/15/2025 onward,0,0,9,60,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,3,1,2,GetWeather
3641,play socialism is good by terje bakken on spotify,0,0,9,49,0,0,0,0,0,0,0,0,1,3,1,0,1,0,2,0,2,1,4,PlayMusic
3642,play the latest ep by joel hastings on itunes,0,0,9,45,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,1,2,3,PlayMusic
3643,play the monkeys have no tails in zamboanga on google music,0,0,11,59,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3,0,2,0,5,PlayMusic
3644,what is the forecast for cloudy weather here,0,0,8,44,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,3,GetWeather
3645,play seasons in the sun by rosco gordon on iheart,0,0,10,49,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,6,PlayMusic
3646,play eighties track,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,PlayMusic
3647,let s listen to the most popular marty friedman songs on zvooq,0,0,12,62,0,0,0,0,0,0,0,0,1,5,1,0,0,0,3,0,2,3,3,PlayMusic
3648,is it cloudy in choptank,0,0,5,24,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,2,GetWeather
3649,play me a 2015 soundtrack on netflix,0,0,7,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,2,PlayMusic
3650,play a twenties song,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,PlayMusic
3651,show weather forecast in west wildwood south carolina,0,0,8,53,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2,4,GetWeather
3652,play some twenties music on iheart,0,0,6,34,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,1,0,3,PlayMusic
3653,how warm is it in darnestown,0,0,6,28,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,1,1,GetWeather
3654,give me the weather forecast for here,0,0,7,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,1,2,GetWeather
3655,play a ballad from 1997,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,PlayMusic
3656,play the top song from damon albarn using slacker,0,0,9,49,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,1,4,PlayMusic
3657,what will the weather by close by the current position at 02:02:30,0,0,12,66,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,2,2,GetWeather
3658,is there a storm in new mexico in fort sumner,0,0,10,45,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,1,1,4,GetWeather
3659,what will the weather be at ten am in fourche nv,0,0,11,48,0,0,0,1,0,0,0,0,1,7,0,1,0,0,0,1,2,1,3,GetWeather
3660,will be warm in hallwood kosovo,0,0,6,31,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,2,GetWeather
3661,play me a song from 2008,0,0,6,24,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,1,0,1,PlayMusic
3662,play steve harris false gestures for a devious public album,0,0,10,59,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,3,4,PlayMusic
3663,is it foggy in phinizy swamp nature park,0,0,8,40,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,1,2,3,GetWeather
3664,play some techno on lastfm,0,0,5,26,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,2,PlayMusic
3665,play some dance on groove shark,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,3,PlayMusic
3666,will it be warmer in minidoka ok on good friday,0,0,10,47,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,2,1,3,GetWeather
3667,what will the weather be like in 15 and a half weeks in china,0,0,14,61,0,0,0,1,0,0,0,0,0,8,0,0,1,1,0,3,1,1,3,GetWeather
3668,will it get warmer in czechia,0,0,6,29,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,1,GetWeather
3669,can you play some music by andrew diamond,0,0,8,41,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,1,2,PlayMusic
3670,tell me if it ll be temperate in 8 seconds in guatemala,0,0,12,55,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,4,0,2,GetWeather
3671,play slacker tunes by smog from movement in 2015,0,0,9,48,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,5,PlayMusic
3672,will it be colder in az than tx today,0,0,9,37,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,2,0,3,GetWeather
3673,play some fast fusion on spotify,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,1,2,PlayMusic
3674,will it be colder in winnebago,0,0,6,30,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,1,GetWeather
3675,play me something miles davis did with a symphony,0,0,9,49,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,2,1,3,PlayMusic
3676,tell me the weather forecast for june seventeenth 2034 in fl,0,0,11,60,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,3,1,1,4,GetWeather
3677,play my hardstyle baby playlist on netflix,0,0,7,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,2,2,PlayMusic
3678,what s the forecast in klamath marsh national wildlife refuge,0,0,10,61,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,1,2,4,GetWeather
3679,play some music from roberto carlos,0,0,6,35,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,3,PlayMusic
3680,will it be hotter in ct at 6 am,0,0,9,31,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,2,1,1,GetWeather
3681,when will it be chillier than now in south paris in ct,0,0,12,54,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,1,1,3,2,GetWeather
3682,play me something by funtwo,0,0,5,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,PlayMusic
3683,play the song long live love,0,0,6,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,2,PlayMusic
3684,play circus farm by deana carter,0,0,6,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,PlayMusic
3685,forecast for wisconsin at 10 pm,0,0,6,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,GetWeather
3686,play music by bryan maclean,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,3,PlayMusic
3687,play some sabah from the eighties,0,0,6,33,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,2,PlayMusic
3688,what s the weather forecast for here in august,0,0,9,46,0,0,0,1,0,0,0,0,1,6,0,0,0,1,0,2,1,1,3,GetWeather
3689,how hot is it in pesotum,0,0,6,24,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,1,GetWeather
3690,i want to hear a 1957 theme song,0,0,8,32,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,2,0,3,PlayMusic
3691,what will the weather be like on aug the 8th 2032 here,0,0,12,54,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,1,1,1,GetWeather
3692,what is the forecast for cold temps in west virginia next autumn,0,0,12,64,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,3,1,3,4,GetWeather
3693,tell me the weather forecast for wy,0,0,7,35,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,1,0,3,GetWeather
3694,play music from art porter junior movie sound track using vimeo,0,0,11,63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,8,PlayMusic
3695,will it be getting warmer in rainbow falls provincial park,0,0,10,58,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,3,2,2,GetWeather
3696,play my entertaining playlist,0,0,4,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,PlayMusic
3697,play some music on last fm,0,0,6,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,1,2,PlayMusic
3698,in khlong phraya wildlife sanctuary is there a cloud,0,0,9,52,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,3,3,GetWeather
3699,what is the forecast for dr julian g bruce st george island state park for rainy weather,0,0,17,88,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,4,1,2,10,GetWeather
3700,what will the weather be in wakarusa,0,0,7,36,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,1,0,2,GetWeather
3701,play shinehead s music from the twenties on slacker,0,0,9,51,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,1,5,PlayMusic
3702,is it going to get colder at my current location by 10 am,0,0,13,57,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,4,4,1,2,GetWeather
3703,is there snowfall in hineston new hampshire,0,0,7,43,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,2,2,GetWeather
3704,what s the weather forecast for arizona city,0,0,8,44,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,1,3,GetWeather
3705,play the good sort of 1992 theme music by layzie bone,0,0,11,53,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,1,1,5,PlayMusic
3706,what is the weather in åland 4 seconds from now,0,0,10,47,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,1,1,3,GetWeather
