,Intent,Query,Param1,Param2
2607,PlayMusic,play pop,O B-genre,"B-genre(pop),"
2608,GetWeather,will there be fog in nebraska,O O O B-condition_description O B-state,"B-condition_description(fog), B-state(nebraska),"
2609,PlayMusic,play oliver on pandora,O O B-track O B-service,"B-track(oliver), B-service(pandora),"
2610,GetWeather,tell me the weather forecast for azerbaijan,O O O O O O B-country,"B-country(azerbaijan),"
2611,GetWeather,is it cold in the current location more than it was in 3 years,O O B-condition_temperature O O B-current_location I-current_location O O O O B-timeRange I-timeRange I-timeRange,"B-condition_temperature(cold), B-current_location(current), I-current_location(location), B-timeRange(in), I-timeRange(3), I-timeRange(years),"
2612,GetWeather,what will the weather be like at two o clock in el salvador,O O O O O O O O B-timeRange I-timeRange I-timeRange O B-country I-country,"B-timeRange(two), I-timeRange(o), I-timeRange(clock), B-country(el), I-country(salvador),"
2613,GetWeather,what is the weather forecast one minute from now in macao,O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-country,"B-timeRange(one), I-timeRange(minute), I-timeRange(from), I-timeRange(now), B-country(macao),"
2614,PlayMusic,play the top 1991 sound track,O O O B-sort B-year B-music_item I-music_item,"B-sort(top), B-year(1991), B-music_item(sound), I-music_item(track),"
2615,GetWeather,what is the weather in lloyd equatorial guinea,O O O O O B-city B-country I-country,"B-city(lloyd), B-country(equatorial), I-country(guinea),"
2616,GetWeather,what is the pw forecast for stormy weather,O O O B-state O O B-condition_description O,"B-state(pw), B-condition_description(stormy),"
2617,GetWeather,tell me if it will be windy here,O O O O O O O B-condition_description B-current_location,"B-condition_description(windy), B-current_location(here),"
2618,PlayMusic,play piano ballads on netflix,O B-playlist I-playlist O B-service,"B-playlist(piano), I-playlist(ballads), B-service(netflix),"
2619,GetWeather,will it be warmer in five years in slemp kansas,O O O O B-condition_temperature B-timeRange I-timeRange I-timeRange O B-city B-state,"B-condition_temperature(warmer), B-timeRange(in), I-timeRange(five), I-timeRange(years), B-city(slemp), B-state(kansas),"
2620,GetWeather,is it going to be warmer in cinnaminson north carolina at 06:59 am,O O O O O B-condition_temperature O B-city B-state I-state O B-timeRange I-timeRange,"B-condition_temperature(warmer), B-city(cinnaminson), B-state(north), I-state(carolina), B-timeRange(06:59), I-timeRange(am),"
2621,PlayMusic,play the playlist hardstyle baby,O O O B-playlist I-playlist,"B-playlist(hardstyle), I-playlist(baby),"
2622,PlayMusic,play solange 2016 album,O O B-year B-music_item,"B-year(2016), B-music_item(album),"
2623,GetWeather,is it supposed to be windy in me on june the 14th 2024,O O O O O B-condition_description O B-state O B-timeRange I-timeRange I-timeRange I-timeRange,"B-condition_description(windy), B-state(me), B-timeRange(june), I-timeRange(the), I-timeRange(14th), I-timeRange(2024),"
2624,GetWeather,will it be sunny in eyota hawaii on february seventh 2025,O O O B-condition_description O B-city B-state O B-timeRange I-timeRange I-timeRange,"B-condition_description(sunny), B-city(eyota), B-state(hawaii), B-timeRange(february), I-timeRange(seventh), I-timeRange(2025),"
2625,GetWeather,payette national forest is cold weather and have lunch within walking distance,B-geographic_poi I-geographic_poi I-geographic_poi O B-condition_temperature O O O B-timeRange B-spatial_relation I-spatial_relation I-spatial_relation,"B-geographic_poi(payette), I-geographic_poi(national), I-geographic_poi(forest), B-condition_temperature(cold), B-timeRange(lunch), B-spatial_relation(within), I-spatial_relation(walking), I-spatial_relation(distance),"
2626,GetWeather,will it be colder in tallgrass prairie national preserve,O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_temperature(colder), B-geographic_poi(tallgrass), I-geographic_poi(prairie), I-geographic_poi(national), I-geographic_poi(preserve),"
2627,PlayMusic,use the service zvooq to play merengue music,O O O O B-service O O B-genre O,"B-service(zvooq), B-genre(merengue),"
2628,PlayMusic,play music by artist mark ashley,O O O O O B-artist I-artist,"B-artist(mark), I-artist(ashley),"
2629,GetWeather,will it be hotter netherlands antilles flats on april the 27th,O O O B-condition_temperature B-country I-country B-city O B-timeRange I-timeRange I-timeRange,"B-condition_temperature(hotter), B-country(netherlands), I-country(antilles), B-city(flats), B-timeRange(april), I-timeRange(the), I-timeRange(27th),"
2630,PlayMusic,play a track by titiyo,O O B-music_item O B-artist,"B-music_item(track), B-artist(titiyo),"
2631,PlayMusic,play elkie brooks seventies sound track,O B-artist I-artist B-year B-music_item I-music_item,"B-artist(elkie), I-artist(brooks), B-year(seventies), B-music_item(sound), I-music_item(track),"
2632,PlayMusic,play twenties tunes,O B-year O,"B-year(twenties),"
2633,GetWeather,i need the weather in hubbardston will it be chillier,O O O O O B-city O O O B-condition_temperature,"B-city(hubbardston), B-condition_temperature(chillier),"
2634,PlayMusic,play the music of filipp bedrossowitsch kirkorow s theme,O O O O O B-artist I-artist I-artist O B-music_item,"B-artist(filipp), I-artist(bedrossowitsch), I-artist(kirkorow), B-music_item(theme),"
2635,GetWeather,show weather forecast in kenya,O O O O O B-country,"B-country(kenya),"
2636,PlayMusic,play the gary chaw album,O O B-artist I-artist B-music_item,"B-artist(gary), I-artist(chaw), B-music_item(album),"
2637,PlayMusic,play an ep by uncle jimmy thompson,O O O B-music_item O B-artist I-artist I-artist,"B-music_item(ep), B-artist(uncle), I-artist(jimmy), I-artist(thompson),"
2638,GetWeather,what is the weather here at 7 am,O O O O B-current_location O B-timeRange I-timeRange,"B-current_location(here), B-timeRange(7), I-timeRange(am),"
2639,PlayMusic,play yo ho from the new york pops on youtube,O O B-track I-track O B-artist I-artist I-artist I-artist O B-service,"B-track(yo), I-track(ho), B-artist(the), I-artist(new), I-artist(york), I-artist(pops), B-service(youtube),"
2640,GetWeather,tell me if it will be hot on jun the 10th in san de fuca sweden,O O O O O O B-condition_temperature O B-timeRange I-timeRange I-timeRange O B-city I-city I-city B-country,"B-condition_temperature(hot), B-timeRange(jun), I-timeRange(the), I-timeRange(10th), B-city(san), I-city(de), I-city(fuca), B-country(sweden),"
2641,GetWeather,what is the predicted weather for my current spot next month,O O O O O O O B-current_location I-current_location B-timeRange I-timeRange,"B-current_location(current), I-current_location(spot), B-timeRange(next), I-timeRange(month),"
2642,GetWeather,what is the weather forecast for minnesota,O O O O O O O B-state,"B-state(minnesota),"
2643,GetWeather,what s the weather in waretown lebanon,O O O O O B-city B-country,"B-city(waretown), B-country(lebanon),"
2644,PlayMusic,play me music from the twenties on itunes,O O O O O B-year O B-service,"B-year(twenties), B-service(itunes),"
2645,GetWeather,forecast for my current location at 6,O O O B-current_location I-current_location O B-timeRange,"B-current_location(current), I-current_location(location), B-timeRange(6),"
2646,GetWeather,on oct 26 i will need to make reservations to eat in halibut point state park,O B-timeRange I-timeRange O O O O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-timeRange(oct), I-timeRange(26), B-geographic_poi(halibut), I-geographic_poi(point), I-geographic_poi(state), I-geographic_poi(park),"
2647,PlayMusic,play the top-20 rita macneil songs,O O O B-sort B-artist I-artist O,"B-sort(top-20), B-artist(rita), I-artist(macneil),"
2648,PlayMusic,play saturday nights & sunday mornings,O O B-album I-album I-album I-album I-album,"B-album(saturday), I-album(nights), I-album(&), I-album(sunday), I-album(mornings),"
2649,PlayMusic,play melody music from 1988,O B-music_item O O B-year,"B-music_item(melody), B-year(1988),"
2650,PlayMusic,play some origa on google music,O O O B-artist O B-service I-service,"B-artist(origa), B-service(google), I-service(music),"
2651,GetWeather,will it get hotter in hext,O O O B-condition_temperature O B-city,"B-condition_temperature(hotter), B-city(hext),"
2652,PlayMusic,play music from 2015,O O O B-year,"B-year(2015),"
2653,PlayMusic,play a song by alasdair roberts from 1996,O O B-music_item O B-artist I-artist O B-year,"B-music_item(song), B-artist(alasdair), I-artist(roberts), B-year(1996),"
2654,PlayMusic,play trace adkins music from the thirties,O O B-artist I-artist O O O B-year,"B-artist(trace), I-artist(adkins), B-year(thirties),"
2655,PlayMusic,play music from the year 1979,O O O O O B-year,"B-year(1979),"
2656,PlayMusic,play greg raposo songs from the thirties,O O B-artist I-artist O O O B-year,"B-artist(greg), I-artist(raposo), B-year(thirties),"
2657,GetWeather,will it hail in 1 second on riceboro delaware,O O B-condition_description B-timeRange I-timeRange I-timeRange O B-city B-state,"B-condition_description(hail), B-timeRange(in), I-timeRange(1), I-timeRange(second), B-city(riceboro), B-state(delaware),"
2658,PlayMusic,play easy listening,O O B-genre I-genre,"B-genre(easy), I-genre(listening),"
2659,GetWeather,what s the weather forecast for next saturday in granite wi,O O O O O O B-timeRange I-timeRange O B-city B-state,"B-timeRange(next), I-timeRange(saturday), B-city(granite), B-state(wi),"
2660,PlayMusic,play soem nineties charles thompson,O O O B-year B-artist I-artist,"B-year(nineties), B-artist(charles), I-artist(thompson),"
2661,PlayMusic,play a song on zvooq,O O B-music_item O B-service,"B-music_item(song), B-service(zvooq),"
2662,GetWeather,what will the weather be in croatia,O O O O O O O B-country,"B-country(croatia),"
2663,PlayMusic,play dhafer youssef top-twenty on netflix,O B-artist I-artist B-sort O B-service,"B-artist(dhafer), I-artist(youssef), B-sort(top-twenty), B-service(netflix),"
2664,PlayMusic,play within you without you by distance on zvooq,O B-track I-track I-track I-track O B-artist O B-service,"B-track(within), I-track(you), I-track(without), I-track(you), B-artist(distance), B-service(zvooq),"
2665,GetWeather,on oct 26 i will need to make reservations to eat in halibut point state park,O B-timeRange I-timeRange O O O O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-timeRange(oct), I-timeRange(26), B-geographic_poi(halibut), I-geographic_poi(point), I-geographic_poi(state), I-geographic_poi(park),"
2666,PlayMusic,play the heinz strobl ep from 2016 on groove shark,O O B-artist I-artist B-music_item O B-year O B-service I-service,"B-artist(heinz), I-artist(strobl), B-music_item(ep), B-year(2016), B-service(groove), I-service(shark),"
2667,GetWeather,what is the weather forecast for moffett,O O O O O O B-city,"B-city(moffett),"
2668,GetWeather,forecast for thayer,O O B-city,"B-city(thayer),"
2669,PlayMusic,play me a popular ronnie wood soundtrack,O O O O B-sort B-artist I-artist B-music_item,"B-sort(popular), B-artist(ronnie), I-artist(wood), B-music_item(soundtrack),"
2670,PlayMusic,play brenda kahn s rushall station,O B-artist I-artist O B-album I-album,"B-artist(brenda), I-artist(kahn), B-album(rushall), I-album(station),"
2671,PlayMusic,play some stephen jones on youtube,O O O B-artist I-artist O B-service,"B-artist(stephen), I-artist(jones), B-service(youtube),"
2672,PlayMusic,play something from 1971 by john bonham,O O O B-year O B-artist I-artist,"B-year(1971), B-artist(john), I-artist(bonham),"
2673,PlayMusic,play 1962 music on netflix,O B-year O O B-service,"B-year(1962), B-service(netflix),"
2674,GetWeather,ho warm is it in arcola,O B-condition_temperature O O O B-city,"B-condition_temperature(warm), B-city(arcola),"
2675,GetWeather,what is the weather forecast for minnesota,O O O O O O B-state,"B-state(minnesota),"
2676,GetWeather,will it be cloudy in tatamy,O O O B-condition_description O B-city,"B-condition_description(cloudy), B-city(tatamy),"
2677,PlayMusic,play some seventies track from top rie tomosaka,O O O B-year B-music_item O B-sort B-artist I-artist,"B-year(seventies), B-music_item(track), B-sort(top), B-artist(rie), I-artist(tomosaka),"
2678,GetWeather,is maalaea has chillier weather,O B-city O B-condition_temperature O,"B-city(maalaea), B-condition_temperature(chillier),"
2679,GetWeather,tell me when it ll be sunny in ralls marshall islands,O O O O O O B-condition_description O B-city B-country I-country,"B-condition_description(sunny), B-city(ralls), B-country(marshall), I-country(islands),"
2680,PlayMusic,play dj scratch s eighties music on iheart,O B-artist I-artist O B-year O O B-service,"B-artist(dj), I-artist(scratch), B-year(eighties), B-service(iheart),"
2681,GetWeather,what is the weather forecast for north carolina on october thirteenth 2037,O O O O O O B-state I-state O B-timeRange I-timeRange I-timeRange,"B-state(north), I-state(carolina), B-timeRange(october), I-timeRange(thirteenth), I-timeRange(2037),"
2682,GetWeather,will it be overcast in seventeen minutes in the united arab emirates,O O O O B-condition_description B-timeRange I-timeRange I-timeRange O O B-country I-country I-country,"B-condition_description(overcast), B-timeRange(in), I-timeRange(seventeen), I-timeRange(minutes), B-country(united), I-country(arab), I-country(emirates),"
2683,PlayMusic,play deezer,O B-service,"B-service(deezer),"
2684,PlayMusic,play me a song from the sixties,O O O B-music_item O O B-year,"B-music_item(song), B-year(sixties),"
