index,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
9683,play some nineties chant music from nicoleta nicola,0,0,8,51,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,2,1,3,0,0,PlayMusic
9684,play some 1999 symphony from minami takahashi,0,0,7,45,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,3,0,0,PlayMusic
9685,message colin and ask if he got the same message from dave that i did,0,0,15,69,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,3,1,5,0,2,SEND_MESSAGE
9686,total number of mna in pakistan national assembly,0,0,8,49,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,3,3,0,0,SEARCH
9687,Send a message to Louise and ask if I left my wallet in her car.,0,0,15,64,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,3,0,4,0,1,SEND_MESSAGE
9688,what is the forecast for temperate weather in bellechester,0,0,9,58,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,0,0,1,0,4,0,0,GetWeather
9689,can you go to my chats,0,0,6,22,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,GET_MESSAGE
9690,who wrote the text for jeanie with the light brown hair,0,0,11,55,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,2,3,0,0,SEARCH
9691,Let my sister know that the Charger's game starts at 3:00pm on Sunday via message.,0,0,15,82,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,3,0,5,0,1,SEND_MESSAGE
9692,pull up my chats,0,0,4,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,GET_MESSAGE
9693,Message Ricky and ask him if he has my husband's baseball cap.,0,0,12,62,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2,0,5,0,1,SEND_MESSAGE
9694,i was a great islamic scholar and mathematician who died in 1131 ce,0,0,13,67,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,2,2,4,0,0,SEARCH
9695,Message Autumn and tell her that the meeting place on my birthday is Chili's at 7 pm,0,0,17,84,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,1,2,0,7,1,2,SEND_MESSAGE
9696,play some seventies songs from joseph genaro on google music,0,0,10,60,0,0,0,0,0,0,0,0,0,3,1,1,0,1,3,0,0,0,1,0,6,0,0,PlayMusic
9697,what is the weather like in midfield iowa today,0,0,9,47,0,0,0,1,0,0,0,0,1,4,0,0,1,1,0,2,1,0,1,0,4,0,0,GetWeather
9698,when will it be temperate in lansford,0,0,7,37,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,1,0,0,GetWeather
9699,Who sent me a message through messenger?,0,1,7,40,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,2,0,1,GET_MESSAGE
9700,what s the forecast for my current location,0,0,8,43,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
9701,will it snow this week in parc national de petrified forest,0,0,11,59,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,0,0,1,3,1,0,0,GetWeather
9702,Message Brody and find out if he has an address for Brock.,0,0,12,58,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,0,2,0,4,0,1,SEND_MESSAGE
9703,who wore number 7 for the green bay packers,0,0,9,43,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
9704,who plays ralph in the boy in the striped pajamas,0,0,10,49,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
9705,how many times has south korea held the winter olympics,0,0,10,55,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,2,4,0,0,SEARCH
9706,Message Fred to see if he is going to still be an exotic dancer in Canada,0,0,16,73,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,5,2,3,1,3,SEND_MESSAGE
9707,play the most popular soundtrack by elena paparizou on youtube,0,0,10,62,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,1,3,3,0,0,PlayMusic
9708,Get the last text from Aunt June,0,0,7,32,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,3,0,0,GET_MESSAGE
9709,higdons piece city scape was based on her time spent where,0,0,11,58,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,3,0,5,0,0,SEARCH
9710,is it going to be chilly on 12/13/2025 in haugan pakistan,0,0,11,57,0,0,0,0,0,0,0,0,1,6,0,0,2,1,0,1,0,0,3,2,1,1,1,GetWeather
9711,I would like you to send a message to Leora and tell her that I just went by the place we were talking about yesterday,0,0,25,118,0,0,0,0,0,0,0,0,0,13,1,0,0,1,0,1,1,1,6,1,4,1,2,SEND_MESSAGE
9712,who's going to host america's got talent 2019,0,0,8,45,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,1,1,1,1,SEARCH
9713,Did my grandson message me this week?,0,1,7,37,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,3,0,1,GET_MESSAGE
9714,play 2gether by jade puget,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,PlayMusic
9715,what is the time setting of game of thrones,0,0,9,43,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,1,1,0,4,0,0,SEARCH
9716,i d like to hear cry baby cry by ally kerr,0,0,11,42,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,2,1,5,0,0,PlayMusic
9717,ask my father when he will get here.,0,0,8,36,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,1,0,0,SEND_MESSAGE
9718,message Donnie and ask him if I left my sunglasses there,0,0,11,56,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,2,1,3,0,1,SEND_MESSAGE
9719,will it be hot in my current location this week,0,0,10,47,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,3,0,0,1,2,2,0,0,GetWeather
9720,play in the arms of god on zvooq by nimal mendis,0,0,11,48,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,1,5,0,0,PlayMusic
9721,where does the path train go in new york,0,0,9,40,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,2,1,3,0,0,SEARCH
9722,who sings lead on i can't tell you why,0,0,9,38,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,2,1,2,1,1,SEARCH
9723,let me get the forecast in allardt canada,0,0,8,41,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,2,1,2,0,0,GetWeather
9724,is temperature in hanksville freezing,0,0,5,37,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,3,0,0,GetWeather
9725,when did the dust bowl end in oklahoma,0,0,8,38,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,4,0,0,SEARCH
9726,when did the united states host the world cup,0,0,9,45,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,3,0,0,SEARCH
9727,which is only talkie film directed by dadasaheb falke,0,0,9,53,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,2,2,3,0,0,SEARCH
9728,weather for six am in sc,0,0,6,24,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,2,0,0,GetWeather
9729,what will the weather be like on september 26th in eastlake,0,0,11,59,0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,2,0,0,1,0,3,0,0,GetWeather
9730,weather in tioga colorado,0,0,4,25,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,3,0,0,GetWeather
9731,Can you look up video messages?,0,1,6,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
9732,how much humidity in mancos,0,0,5,27,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,GetWeather
9733,Let's check out who messaged me.,0,0,6,32,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,GET_MESSAGE
9734,Message Pandora to say I am going to be late,0,0,10,44,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,1,2,1,2,SEND_MESSAGE
9735,who is the actor who plays king joffrey,0,0,8,39,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
9736,who monitor the recovery of the location during a disaster,0,0,10,58,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
9737,where does the bob and tom show broadcast from,0,0,9,46,1,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,2,0,3,0,0,SEARCH
9738,please launch my chat requests please,0,0,6,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,3,0,0,GET_MESSAGE
9739,where is a simple gear train used in real life,0,0,10,46,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,2,3,0,0,SEARCH
9740,please give me the weather for federated states of micronesia,0,0,10,61,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,2,1,3,0,0,GetWeather
9741,Tell Barry it will take 4 hours for him to drive to my house.,0,0,14,61,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2,0,4,1,1,SEND_MESSAGE
9742,will it be freezing within walking distance of alaska,0,0,9,53,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,2,0,0,GetWeather
9743,is it colder in paraguay this morning,0,0,7,37,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,0,3,0,0,GetWeather
9744,where was the remake of dirty dancing filmed,0,0,8,44,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
9745,switch to chats please,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,GET_MESSAGE
9746,please anything good by chieko ochi,0,0,6,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,0,0,PlayMusic
9747,when did the sat become out of 1600,0,0,8,35,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,SEARCH
9748,display my chats,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,GET_MESSAGE
9749,"Send a message out to Bill's friends saying that theres a suprise party for him on the 1th for his 50th birthday party at the VFW Hall in Irvine, KY",0,0,30,148,0,0,0,0,0,0,0,0,0,14,0,1,2,0,0,0,0,3,4,1,11,0,1,SEND_MESSAGE
9750,who is known as the philippine queen of bossa nova,0,0,10,50,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,2,0,4,0,0,SEARCH
9751,Pull up today's video messages on Messenger,0,0,7,43,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,1,GET_MESSAGE
9752,i d like to know how the weather will be at 8 pm in tennessee,0,0,15,61,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,0,1,3,1,3,0,1,GetWeather
9753,Record video message for Cindy,0,0,5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,1,SEND_MESSAGE
9754,Send a message to Nicky letting him know that the Pelicans picked up Rudy Gay.,0,0,15,78,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,1,4,0,5,0,1,SEND_MESSAGE
9755,can you go to my chat requests,0,0,7,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
9756,Any messages from IMessage?,0,1,4,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,GET_MESSAGE
9757,play music by vybz kartel,0,0,5,25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,3,0,0,PlayMusic
9758,will there be fog not far from mexico on apr 27,0,0,11,47,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,2,4,1,0,0,GetWeather
9759,what is the weather for charlotte hall saint kitts and nevis,0,0,11,60,0,0,0,1,0,0,0,0,1,5,0,0,2,0,0,1,0,0,1,0,6,0,0,GetWeather
9760,Did my cousin message me today?,0,1,6,31,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,1,GET_MESSAGE
9761,Show me new texts in Messenger,0,0,6,30,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,0,0,GET_MESSAGE
9762,open groove shark and play jason mizell,0,0,7,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,1,1,4,0,0,PlayMusic
9763,play some dance music,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
9764,Get my messages,0,0,3,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,GET_MESSAGE
9765,how s the forecast looking for supper time in dresbach vanuatu,0,0,11,62,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,0,1,2,1,4,0,0,GetWeather
9766,can you forward that link to Jasmine?,0,1,7,37,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2,0,0,SEND_MESSAGE
9767,when did season 6 of house of cards start,0,0,9,41,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,2,2,0,3,0,0,SEARCH
9768,play a ballad form 2014 by double on google music,0,0,10,49,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,2,3,0,0,PlayMusic
9769,how hot will be there in kanwar lake bird sanctuary tomorrow,0,0,11,60,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,0,1,2,3,3,0,0,GetWeather
9770,send message to Michelle asking if she's going to go camping this year on the first weekend of November,0,0,19,103,0,0,0,0,0,0,0,0,0,8,1,0,0,3,0,0,0,2,5,2,5,1,2,SEND_MESSAGE
9771,will it be colder in oswego 16 weeks from now,0,0,10,45,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,0,0,2,2,1,0,0,GetWeather
9772,use lastfm to play attack of the planet smashers,0,0,9,48,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,1,0,5,0,0,PlayMusic
9773,who sings i'm gonna wash that man right out of my hair,0,0,12,54,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,4,0,4,0,0,SEARCH
9774,Send a message to Mark and say we have to be there at 8,0,0,14,55,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,1,2,0,1,SEND_MESSAGE
9775,Have I received a message from the doctor today?,0,1,9,48,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,3,0,1,GET_MESSAGE
9776,who sings got my mind set on you,0,0,8,32,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,SEARCH
9777,who will be appointed to the supreme court,0,0,8,42,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,2,1,1,0,0,SEARCH
9778,Message saying that I am running a fever,0,0,8,40,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,2,0,1,SEND_MESSAGE
9779,Can you find me dad's texts from today?,0,1,8,39,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,2,0,2,0,0,GET_MESSAGE
9780,will it be overcast at 18 o clock in id,0,0,10,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,2,0,0,GetWeather
9781,when did boise state win the national championship,0,0,8,50,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0,2,1,2,0,0,SEARCH
9782,will it snow on apr eighteenth 2029 in myanmar,0,0,9,46,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,2,0,0,GetWeather
9783,whats the forecast for redby,0,0,5,28,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,3,0,0,GetWeather
9784,play songs by queen,0,0,4,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,PlayMusic
9785,is it cold in pw,0,0,5,16,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,1,1,0,0,GetWeather
9786,the barbie doll was first introduced in 1959. what is barbie's last name,0,0,13,72,0,0,0,1,0,0,0,0,1,5,2,0,0,1,0,0,0,0,3,2,4,0,0,SEARCH
9787,when does like cage season 2 come out,0,0,8,37,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,2,0,0,SEARCH
9788,play a 1994 tune by lena horne,0,0,7,30,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,1,2,0,0,PlayMusic
9789,play music by francis healy,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4,0,0,PlayMusic
9790,what will the weather be in norway at sunset,0,0,9,44,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,1,0,0,1,1,2,0,0,GetWeather
9791,Send a message to Holland Bakery that I will be picking up my order in one hour.,0,0,17,80,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,3,0,5,0,1,SEND_MESSAGE
9792,Message Russell that Vanessa will meet him at the Ayers Hotel lobby around noon.,0,0,14,80,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,1,2,6,0,1,SEND_MESSAGE
9793,MESSAGE TINA AND LET HER KNOW IT WILL TAKE ONE HOUR TO GET FROM HER HOUSE TO MINE,0,0,18,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,SEND_MESSAGE
9794,tell me the weather forecast for mokena,0,0,7,39,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,3,1,1,GetWeather
9795,Send a message to Frank that the tractor he is getting is about 15 minutes from his location,0,0,18,92,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,0,4,0,5,0,1,SEND_MESSAGE
9796,can you show me chat requests,0,0,6,29,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,1,1,0,0,GET_MESSAGE
9797,Please text Nicole to meet me outside her office in 20 minutes,0,0,12,62,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,4,0,0,SEND_MESSAGE
9798,Send a message to my husband and ask him how late he thinks he’ll be,0,0,15,68,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,5,2,2,0,1,SEND_MESSAGE
9799,Ask Laura when we should arrive for the conference and where to meet.,0,0,13,69,0,1,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,3,0,0,SEND_MESSAGE
9800,sequel to a christmas story it runs in the family,0,0,10,49,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,4,0,0,SEARCH
9801,who is considered the father of modern cosmology,0,0,8,48,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
9802,where did the battle of corinth take place,0,0,8,42,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,3,0,0,SEARCH
9803,Check if Martine has answered me in the last hour,0,0,10,49,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,3,1,2,0,0,GET_MESSAGE
9804,what was the score of the georgia alabama game last year,0,0,11,56,0,0,0,1,0,0,0,0,0,5,0,0,2,1,0,0,0,0,1,1,5,0,0,SEARCH
9805,is there a snowstorm in the forecast for saint helena,0,0,10,53,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,0,0,1,0,4,0,0,GetWeather
9806,Message Brisco telling him he's a good dad,0,0,8,42,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,3,1,2,SEND_MESSAGE
9807,message belinda to find out what time the 5k is on the 4th of july,0,0,15,66,0,0,0,1,0,0,0,0,1,8,1,0,0,1,0,0,1,1,2,0,4,0,1,SEND_MESSAGE
9808,who played the genie in i dream of jeannie,0,0,9,42,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
9809,when did super smash bros for wii u come out,0,0,10,44,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,3,0,0,SEARCH
9810,where does the blood go after it leaves the right atrium,0,0,11,56,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,1,2,0,0,SEARCH
9811,play who knows where the time goes by grigory leps,0,0,10,50,0,0,1,0,0,0,0,1,0,4,1,0,0,0,1,0,0,1,2,0,4,0,0,PlayMusic
9812,Read me the last text I got last night,0,0,9,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,GET_MESSAGE
9813,what is the coulee city mt forecast,0,0,7,35,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,1,3,0,0,GetWeather
9814,Pull up the latest text from Tori Mahavira,0,0,8,42,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,3,0,0,GET_MESSAGE
9815,check the forecast for orson for around 9 pm,0,0,9,44,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,1,0,3,0,0,GetWeather
9816,what features of muscle contraction can be determined from an emg (electromyogram),0,0,12,82,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,0,0,SEARCH
9817,who invented the printing press and in what year,0,0,9,48,0,0,0,1,0,0,0,1,0,5,0,0,0,1,0,0,0,0,1,0,3,0,0,SEARCH
9818,who won the fifa best player of the year 2018,0,0,10,45,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,1,1,3,0,0,SEARCH
9819,ask joey if he can make it to the party on saturday,0,0,12,51,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,2,2,0,3,0,0,SEND_MESSAGE
9820,when was twenty one pilots first album released,0,0,8,47,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,3,2,1,0,0,SEARCH
9821,when was a series of unfortunate events published,0,0,8,49,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
9822,Ask Roger if he can bring forks,0,0,7,31,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,3,0,0,SEND_MESSAGE
9823,Did dad send me that message yet?,0,1,7,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,2,0,1,GET_MESSAGE
9824,Open last text message.,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,GET_MESSAGE
9825,Did my bro text?,0,1,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,GET_MESSAGE
9826,what is the second largest city in australia,0,0,8,44,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,2,2,0,0,SEARCH
9827,i d like to hear infinite indie folk on slacker,0,0,10,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,3,2,0,0,PlayMusic
9828,Message Marissa and ask her where her mother's house is located,0,0,11,63,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,2,3,0,4,0,1,SEND_MESSAGE
9829,what s the weather like in boca raton ia,0,0,9,40,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,4,0,0,GetWeather
9830,will it be hot three minutes from now faraway from saint croix state park,0,0,14,73,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,0,0,1,3,5,0,0,GetWeather
9831,what s the weather forecast for coats,0,0,7,37,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,0,3,0,0,GetWeather
9832,send a message to Annette to let her know her doctor's appointment for tomorrow at 9:00 am has been changed to Wednesday at 9:00 am,0,0,25,131,0,0,0,0,0,0,0,0,2,13,0,0,0,2,0,0,0,4,8,0,6,0,1,SEND_MESSAGE
9833,what is the forecast for farmerville in cape verde,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,0,0,1,0,4,0,0,GetWeather
9834,who sings stop listen what's that sound,0,0,7,39,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,3,0,2,0,0,SEARCH
9835,use the service itunes to play melody from 1998,0,0,9,47,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,0,1,0,3,0,0,PlayMusic
9836,where does the last name borg come from,0,0,8,39,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,1,0,0,SEARCH
9837,what is the largest piece of gold ever found,0,0,9,44,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
9838,i want to hear sebastian s songs from the thirties on youtube,0,0,12,61,0,0,0,0,0,0,0,0,1,6,1,1,0,1,2,0,0,0,2,2,4,0,0,PlayMusic
9839,Message Rebecca to tell her have a good day.,0,0,9,44,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,1,3,1,2,SEND_MESSAGE
9840,Ask Joe how the meeting went today.,0,0,7,35,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,4,0,0,SEND_MESSAGE
9841,how much wind will there be in nm on november 11th,0,0,11,50,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1,3,1,0,0,GetWeather
9842,play all the way my savior leads me on spotify,0,0,10,46,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,1,1,3,0,0,PlayMusic
9843,who wrote your song sung by elton john,0,0,8,38,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,1,0,4,0,0,SEARCH
9844,Let Chris know I am going to the Lindsey sterling concert at DTE in a few weeks,0,0,17,79,0,0,0,0,0,0,0,0,1,7,2,1,0,1,0,0,0,1,4,1,6,1,1,SEND_MESSAGE
9845,when did cristiano ronaldo start playing professional soccer,0,0,8,60,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,2,1,0,0,SEARCH
9846,what is the main objective of criminal law,0,0,8,42,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,2,2,0,0,SEARCH
9847,will there be fog not far from mexico on apr 27,0,0,11,47,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,2,4,1,0,0,GetWeather
9848,the sport psychology sub-field of performance enhancement deals primarily with,0,0,10,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,0,0,SEARCH
9849,who is the character of santa claus based on,0,0,9,44,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
9850,when did canada gain independence from great britain,0,0,8,52,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,1,3,0,0,SEARCH
9851,what is lady liberty holding in her hand,0,0,8,40,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,2,1,0,0,SEARCH
9852,what is the baby elephants name in jungle book,0,0,9,46,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,5,0,0,SEARCH
